figure_id,caption_key,kind,source_script,source_function,data_sources,run_id,system_id,q,parameters,integrator,memory_mode,t_final,t_burn,pdf_path,png_path,metadata_path,created_at,git_commit,report_targets
sphere_E0_1em04,fig_sphere_E0_1em04,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E0_1em04.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E0_1em04.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E0_1em04.json,2026-06-08T20:07:55.913781+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E0_3em04,fig_sphere_E0_3em04,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E0_3em04.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E0_3em04.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E0_3em04.json,2026-06-08T20:07:57.592025+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E0_1em03,fig_sphere_E0_1em03,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E0_1em03.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E0_1em03.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E0_1em03.json,2026-06-08T20:07:59.220563+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E0_1em02,fig_sphere_E0_1em02,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E0_1em02.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E0_1em02.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E0_1em02.json,2026-06-08T20:08:00.887847+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E+_1em05,fig_sphere_E+_1em05,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E+_1em05.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E+_1em05.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E+_1em05.json,2026-06-08T20:08:02.466241+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E+_3em05,fig_sphere_E+_3em05,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E+_3em05.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E+_3em05.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E+_3em05.json,2026-06-08T20:08:04.068259+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E+_1em04,fig_sphere_E+_1em04,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E+_1em04.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E+_1em04.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E+_1em04.json,2026-06-08T20:08:05.858834+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E+_3em04,fig_sphere_E+_3em04,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E+_3em04.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E+_3em04.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E+_3em04.json,2026-06-08T20:08:07.488465+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E+_1em03,fig_sphere_E+_1em03,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E+_1em03.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E+_1em03.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E+_1em03.json,2026-06-08T20:08:09.197128+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E+_1em02,fig_sphere_E+_1em02,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E+_1em02.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E+_1em02.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E+_1em02.json,2026-06-08T20:08:10.709150+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E-_1em05,fig_sphere_E-_1em05,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E-_1em05.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E-_1em05.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E-_1em05.json,2026-06-08T20:08:12.429282+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E-_3em05,fig_sphere_E-_3em05,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E-_3em05.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E-_3em05.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E-_3em05.json,2026-06-08T20:08:13.997093+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E-_1em04,fig_sphere_E-_1em04,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E-_1em04.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E-_1em04.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E-_1em04.json,2026-06-08T20:08:15.486973+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E-_3em04,fig_sphere_E-_3em04,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E-_3em04.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E-_3em04.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E-_3em04.json,2026-06-08T20:08:17.016745+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E-_1em03,fig_sphere_E-_1em03,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E-_1em03.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E-_1em03.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E-_1em03.json,2026-06-08T20:08:18.546860+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
sphere_E-_1em02,fig_sphere_E-_1em02,sphere_test,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/sphere_E-_1em02.pdf,library_figures/by_run/step3_hiddenness/png/sphere_E-_1em02.png,library_figures/by_run/step3_hiddenness/metadata/sphere_E-_1em02.json,2026-06-08T20:08:20.324296+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
heatmap_hiddenness,fig_heatmap_hiddenness,heatmap,legacy_or_workflow_interception,unknown,[],step3_hiddenness,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step3_hiddenness/pdf/heatmap_hiddenness.pdf,library_figures/by_run/step3_hiddenness/png/heatmap_hiddenness.png,library_figures/by_run/step3_hiddenness/metadata/heatmap_hiddenness.json,2026-06-08T20:08:21.750801+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_detailed,fig_biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_detailed.json,2026-06-08T20:08:37.572036+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_detailed,fig_biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_detailed.json,2026-06-08T20:09:01.085965+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_detailed,fig_biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_detailed.json,2026-06-08T20:09:26.167676+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_detailed,fig_biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_detailed.json,2026-06-08T20:09:50.943820+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_detailed,fig_biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_detailed.json,2026-06-08T20:10:14.713214+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_detailed,fig_biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_detailed.json,2026-06-08T20:10:39.148917+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_detailed,fig_biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_detailed.json,2026-06-08T20:11:03.488399+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_detailed,fig_biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_detailed.json,2026-06-08T20:11:30.994075+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_detailed,fig_biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_detailed,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_detailed.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_detailed.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_detailed.json,2026-06-08T20:11:56.408931+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_vs_centered,fig_biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p1768_branch_0_c_centered_like_vs_centered.json,2026-06-08T20:12:07.411280+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_vs_centered,fig_biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p1768_branch_1_c_2p776_vs_centered.json,2026-06-08T20:12:09.645833+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_vs_centered,fig_biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2000_branch_0_c_centered_like_vs_centered.json,2026-06-08T20:12:11.829726+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_vs_centered,fig_biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2000_branch_1_c_2p705_vs_centered.json,2026-06-08T20:12:13.979830+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_vs_centered,fig_biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2400_branch_0_c_centered_like_vs_centered.json,2026-06-08T20:12:16.208725+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_vs_centered,fig_biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p1468_m0_m0p2400_branch_1_c_m2p581_vs_centered.json,2026-06-08T20:12:18.465464+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_vs_centered,fig_biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p2000_m0_m0p1768_branch_1_c_centered_like_vs_centered.json,2026-06-08T20:12:20.801133+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_vs_centered,fig_biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p2000_m0_m0p2000_branch_0_c_centered_like_vs_centered.json,2026-06-08T20:12:23.053909+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_vs_centered,fig_biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_vs_centered,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_vs_centered.pdf,library_figures/by_run/step5_summary/png/biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_vs_centered.png,library_figures/by_run/step5_summary/metadata/biased_q9998_m1_m1p2000_m0_m0p2400_branch_0_c_centered_like_vs_centered.json,2026-06-08T20:12:25.430827+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
MEGA_all_candidates,fig_MEGA_all_candidates,attractor,legacy_or_workflow_interception,unknown,[],step5_summary,chua_nonsmooth,1.0,{},unknown,unknown,0.0,0.0,library_figures/by_run/step5_summary/pdf/MEGA_all_candidates.pdf,library_figures/by_run/step5_summary/png/MEGA_all_candidates.png,library_figures/by_run/step5_summary/metadata/MEGA_all_candidates.json,2026-06-08T20:14:22.479517+00:00,4b879dea140943ff8dabcb745f20eef3a9ea349a,[]
